-99.1570948679092,19.502736485345068
-99.15593999805992,19.499225078165324
-99.15523362092652,19.497347081960555
-99.15491286092609,19.495104551520825
-99.15407693244872,19.494073881271603
-99.1534338377337,19.49280055269837
-99.15304795287099,19.491345232396057
-99.15195488371693,19.489344081695506
-99.15111060333034,19.487237025373716
-99.15071065758424,19.485125491442147
-99.14975077988456,19.48354185099309
-99.1494308390771,19.482259867810725
-99.1481510620646,19.479545113762043
-99.14719126997419,19.477132037682125
-99.14703138280798,19.47554852370172
-99.14599163986674,19.474342066707123
-99.14591176161434,19.472834027304742
-99.14495214178869,19.470496639504745
