-99.1548093144588,19.514738404264293
-99.15412944359527,19.510990768037956
-99.15257838160666,19.508157366852657
-99.15131971617261,19.505419519063793
-99.15015824612145,19.502043443218952
-99.14909387539021,19.499306797327762
-99.14822263979786,19.497207862777103
-99.14735111231036,19.49529089096322
-99.14686694957527,19.493464628292998
-99.1463826002021,19.491820505262154
-99.14580109254838,19.49090686427391
-99.1442502698576,19.48706904169768
-99.14318398551882,19.484693097966073
-99.14240851611208,19.481951603207264
-99.14114839648985,19.479484281605167
-99.14008214623202,19.47637721020122
-99.1388221145839,19.474001407216875
-99.13765904835387,19.471808402635403
